Name,Age,Major,GPA,Year,Club,Position
Sarah Smith,20,Chemistry,3.29,Sophomore,Math Club,Part-time at ElectricWorks
Barbara Wilson,24,Electrical Engineering,3.09,Freshman,Coding Club,Part-time at MarketPlace
Patricia Martin,20,Chemistry,2.26,Senior,ASCE Member,Intern at ResearchLab
Jessica Brown,23,Civil Engineering,3.51,Senior,Soccer Club,Part-time at ElectricWorks
Robert Jackson,19,Civil Engineering,3.65,Sophomore,Math Club,Part-time at ElectricWorks
Michael Anderson,19,Biology,3.24,Sophomore,Debate Team,Part-time at MarketPlace
Mary Moore,21,Business Administration,2.94,Sophomore,Research Assistant,Part-time at BuildCorp
Thomas Davis,23,Business Administration,3.98,Sophomore,Debate Team,Part-time at BuildCorp
Christopher Wilson,20,Mathematics,3.1,Junior,Research Assistant,Part-time at AutoWorks
Jessica Davis,23,Electrical Engineering,2.64,Sophomore,Business Club,Member of BioSociety
Robert Davis,24,Civil Engineering,2.22,Senior,BioSociety,Member of ChemClub
Barbara Thomas,23,Physics,3.4,Sophomore,Soccer Club,Intern at StartUp
James Wilson,21,Biology,3.62,Sophomore,Coding Club,Intern at ResearchLab
Jane Johnson,22,Biology,2.71,Junior,Research Assistant,Part-time at BuildCorp
David Taylor,25,Mechanical Engineering,2.72,Senior,ASCE Member,Member of BioSociety
David Anderson,22,Computer Science,3.41,Junior,ChemClub,Member of BioSociety
Christopher Johnson,21,Biology,3.03,Senior,ASCE Member,Tutor at MathCenter
Thomas Thomas,21,Economics,3.78,Freshman,BioSociety,Part-time at AutoWorks
James Smith,18,Chemistry,2.62,Junior,Business Club,Member of ChemClub
Sarah Doe,22,Computer Science,2.3,Freshman,ASCE Member,Part-time at MarketPlace
Jessica Anderson,24,Computer Science,2.99,Freshman,IEEE Member,Member of ChemClub
Robert Johnson,18,Biology,3.14,Sophomore,Robotics Team,Intern at TechCorp
James Thomas,25,Biology,2.55,Sophomore,Coding Club,Intern at ResearchLab
Sarah Clark,23,Economics,3.77,Senior,ChemClub,Business Club President
Barbara Martin,22,Electrical Engineering,2.45,Senior,Math Club,Part-time at ElectricWorks
Jessica Harris,21,Environmental Science,3.64,Senior,ChemClub,Business Club President
Sarah Johnson,20,Civil Engineering,2.46,Freshman,ASCE Member,Member of BioSociety
John Jackson,18,Business Administration,2.95,Sophomore,Green Club,Member of ChemClub
Patricia Moore,18,Environmental Science,2.75,Senior,Research Assistant,Member of BioSociety
John Davis,19,Chemistry,3.35,Freshman,Green Club,Part-time at MarketPlace
Barbara Wilson,24,Economics,2.42,Senior,Math Club,Part-time at BuildCorp
Thomas Taylor,22,Biology,2.69,Junior,ChemClub,Part-time at BuildCorp
John Martin,22,Economics,2.21,Sophomore,Business Club,Intern at StartUp
Robert Davis,25,Civil Engineering,2.72,Senior,BioSociety,Part-time at ElectricWorks
Christopher Taylor,25,Civil Engineering,3.46,Sophomore,Soccer Club,Intern at ResearchLab
Sarah Thomas,18,Computer Science,3.46,Sophomore,BioSociety,Member of ChemClub
Linda Johnson,24,Economics,2.15,Junior,ASCE Member,Tutor at MathCenter
Jane Johnson,25,Mathematics,3.72,Junior,ASCE Member,Member of BioSociety
Patricia Johnson,20,Physics,3.06,Sophomore,ChemClub,Business Club President
James Davis,25,Chemistry,3.63,Sophomore,Robotics Team,Member of ChemClub
Jessica Harris,19,Chemistry,3.81,Senior,Green Club,Tutor at MathCenter
Mary Thomas,21,Mathematics,3.27,Senior,ASCE Member,Part-time at ElectricWorks
Robert Jackson,18,Business Administration,3.5,Freshman,Math Club,Member of BioSociety
Patricia Johnson,22,Business Administration,2.24,Junior,Robotics Team,Intern at TechCorp
Jessica Brown,20,Business Administration,3.8,Freshman,ChemClub,Member of BioSociety
Linda Wilson,20,Physics,2.95,Sophomore,Robotics Team,Research Assistant
David Taylor,20,Biology,2.67,Sophomore,Robotics Team,Business Club President
Barbara Doe,21,Environmental Science,3.3,Junior,ASCE Member,Member of BioSociety
John Taylor,21,Electrical Engineering,2.4,Freshman,IEEE Member,Research Assistant
Mary Thomas,19,Physics,2.52,Sophomore,Coding Club,Intern at StartUp
Thomas Doe,22,Business Administration,3.37,Sophomore,Robotics Team,Part-time at ElectricWorks
Thomas Davis,18,Mathematics,3.32,Senior,Math Club,Part-time at AutoWorks
Sarah Brown,22,Mechanical Engineering,2.3,Sophomore,Research Assistant,Research Assistant
Linda White,20,Physics,3.19,Freshman,Green Club,Member of BioSociety
Linda Martin,18,Biology,3.18,Junior,Business Club,Member of ChemClub
David White,25,Civil Engineering,2.17,Sophomore,ASCE Member,Intern at StartUp
Sarah Thomas,22,Biology,2.75,Senior,ChemClub,Research Assistant
Robert White,19,Computer Science,2.74,Junior,ChemClub,Business Club President
Christopher White,21,Physics,2.26,Senior,Research Assistant,Intern at StartUp
Barbara White,21,Chemistry,2.12,Freshman,ChemClub,Intern at ResearchLab
Sarah Brown,21,Mechanical Engineering,2.25,Junior,Business Club,Member of ChemClub
John Jackson,25,Biology,2.12,Senior,Coding Club,Tutor at MathCenter
Sarah Martin,21,Economics,2.25,Senior,BioSociety,Tutor at MathCenter
Emily Taylor,20,Biology,3.74,Sophomore,ASCE Member,Part-time at BuildCorp
Robert Johnson,19,Computer Science,3.84,Freshman,ChemClub,Member of BioSociety
Linda Clark,23,Physics,3.06,Senior,Research Assistant,Part-time at BuildCorp
Robert Jackson,21,Physics,2.16,Junior,Debate Team,Intern at TechCorp
John White,19,Electrical Engineering,2.39,Junior,Coding Club,Member of ChemClub
James Wilson,23,Electrical Engineering,3.28,Freshman,Soccer Club,Tutor at MathCenter
Mary Davis,21,Civil Engineering,2.71,Sophomore,Business Club,Research Assistant
Barbara Johnson,20,Mechanical Engineering,2.34,Junior,ASCE Member,Intern at TechCorp
Sarah Davis,20,Economics,2.91,Junior,ASCE Member,Part-time at ElectricWorks
Barbara Harris,21,Biology,3.33,Freshman,Robotics Team,Part-time at MarketPlace
Sarah White,20,Environmental Science,2.53,Freshman,Robotics Team,Part-time at BuildCorp
John Taylor,22,Business Administration,3.5,Freshman,Green Club,Member of BioSociety
Jane Davis,21,Biology,2.21,Sophomore,Soccer Club,Intern at TechCorp
Linda Smith,19,Mathematics,3.57,Sophomore,Green Club,Business Club President
Jane Johnson,21,Biology,3.81,Junior,Robotics Team,Part-time at AutoWorks
Christopher Wilson,24,Mechanical Engineering,2.77,Sophomore,Research Assistant,Tutor at MathCenter
Jessica Johnson,20,Biology,2.54,Junior,Green Club,Part-time at BuildCorp
Sarah Harris,23,Electrical Engineering,3.51,Freshman,Business Club,Intern at ResearchLab
Jane Harris,18,Mathematics,3.53,Junior,BioSociety,Intern at StartUp
Robert Martin,22,Physics,2.12,Senior,ChemClub,Intern at StartUp
Robert Davis,22,Chemistry,2.97,Senior,Business Club,Business Club President
Mary Wilson,24,Biology,2.0,Freshman,ASCE Member,Part-time at MarketPlace
James Clark,25,Environmental Science,2.1,Senior,Green Club,Business Club President
Mary Harris,25,Computer Science,3.68,Freshman,ASCE Member,Part-time at BuildCorp
Jane Martin,20,Business Administration,3.81,Senior,Coding Club,Part-time at ElectricWorks
Christopher Thomas,20,Biology,2.67,Sophomore,Research Assistant,Business Club President
John Harris,22,Environmental Science,2.77,Junior,ASCE Member,Intern at StartUp
Sarah Wilson,20,Computer Science,2.91,Junior,Debate Team,Member of BioSociety
James Brown,20,Physics,3.03,Sophomore,Debate Team,Intern at TechCorp
James Doe,18,Civil Engineering,3.12,Freshman,Robotics Team,Member of ChemClub
Emily Doe,21,Mechanical Engineering,3.83,Sophomore,ChemClub,Member of ChemClub
Emily Smith,24,Mechanical Engineering,2.37,Sophomore,Robotics Team,Part-time at MarketPlace
Linda Moore,20,Mechanical Engineering,3.59,Freshman,BioSociety,Intern at ResearchLab
Emily Doe,20,Mechanical Engineering,2.4,Freshman,Green Club,Business Club President
Christopher Martin,25,Mathematics,2.55,Sophomore,ChemClub,Intern at TechCorp
John White,18,Computer Science,3.83,Senior,Robotics Team,Intern at TechCorp
Thomas Doe,19,Business Administration,2.29,Freshman,Robotics Team,Member of BioSociety
Emily Wilson,25,Civil Engineering,2.5,Freshman,Research Assistant,Part-time at BuildCorp
Robert Johnson,22,Physics,3.01,Sophomore,ASCE Member,Member of BioSociety
Barbara White,24,Economics,3.67,Junior,IEEE Member,Member of BioSociety
Robert Harris,19,Economics,3.03,Sophomore,Soccer Club,Research Assistant
Christopher Davis,23,Mathematics,3.91,Sophomore,Research Assistant,Tutor at MathCenter
David Wilson,19,Civil Engineering,3.29,Sophomore,Coding Club,Tutor at MathCenter
Christopher Anderson,23,Economics,3.82,Freshman,Robotics Team,Member of ChemClub
Sarah Jackson,23,Business Administration,3.35,Junior,Debate Team,Tutor at MathCenter
Michael White,23,Electrical Engineering,2.99,Freshman,ChemClub,Part-time at ElectricWorks
Robert Moore,18,Mechanical Engineering,3.17,Junior,BioSociety,Business Club President
David Smith,18,Biology,2.62,Sophomore,Green Club,Part-time at BuildCorp
Jane White,18,Computer Science,3.95,Junior,Business Club,Part-time at MarketPlace
Barbara White,24,Mathematics,3.58,Sophomore,Research Assistant,Part-time at MarketPlace
James Brown,25,Mathematics,3.94,Junior,BioSociety,Member of ChemClub
Jane Taylor,23,Economics,2.58,Sophomore,IEEE Member,Part-time at ElectricWorks
Sarah Doe,23,Business Administration,3.23,Sophomore,Research Assistant,Intern at TechCorp
Thomas Brown,21,Physics,2.79,Sophomore,IEEE Member,Intern at TechCorp
Barbara Smith,25,Economics,2.96,Freshman,Debate Team,Part-time at MarketPlace
Emily Clark,22,Electrical Engineering,3.84,Senior,Debate Team,Tutor at MathCenter
Mary Thomas,25,Environmental Science,2.51,Junior,Debate Team,Member of ChemClub
Emily White,21,Mathematics,2.88,Sophomore,ChemClub,Intern at StartUp
David Doe,23,Civil Engineering,3.78,Sophomore,BioSociety,Research Assistant
Patricia Taylor,24,Electrical Engineering,2.93,Freshman,Math Club,Part-time at AutoWorks
Mary Anderson,22,Mathematics,3.63,Sophomore,IEEE Member,Intern at TechCorp
Jane Davis,25,Physics,2.16,Junior,Research Assistant,Part-time at AutoWorks
Mary Harris,18,Economics,2.9,Freshman,Robotics Team,Intern at ResearchLab
Michael Smith,20,Chemistry,2.19,Junior,BioSociety,Part-time at BuildCorp
Barbara Johnson,24,Physics,2.93,Sophomore,Research Assistant,Business Club President
Robert Jackson,18,Business Administration,2.2,Sophomore,Business Club,Intern at TechCorp
Sarah Clark,24,Mathematics,3.28,Senior,ChemClub,Part-time at BuildCorp
Jessica Jackson,23,Environmental Science,2.74,Freshman,BioSociety,Tutor at MathCenter
Sarah Doe,19,Chemistry,3.64,Junior,Business Club,Part-time at BuildCorp
Michael Wilson,22,Electrical Engineering,2.87,Sophomore,Robotics Team,Intern at StartUp
Christopher Anderson,22,Business Administration,3.33,Senior,Coding Club,Intern at TechCorp
Christopher Wilson,24,Biology,2.62,Junior,Business Club,Member of BioSociety
Robert Jackson,24,Biology,2.56,Freshman,ASCE Member,Member of ChemClub
John Jackson,21,Civil Engineering,3.69,Junior,ASCE Member,Intern at TechCorp
Robert Smith,20,Chemistry,2.03,Senior,Green Club,Member of ChemClub
Thomas Thomas,25,Mathematics,3.59,Senior,BioSociety,Tutor at MathCenter
Michael Wilson,19,Chemistry,3.32,Freshman,Research Assistant,Intern at TechCorp
Jessica Thomas,18,Physics,2.18,Senior,BioSociety,Intern at StartUp
Emily White,20,Mechanical Engineering,2.61,Sophomore,Debate Team,Member of ChemClub
Jessica Jackson,21,Chemistry,2.88,Junior,Soccer Club,Part-time at ElectricWorks
Emily Brown,25,Economics,2.53,Sophomore,Math Club,Member of BioSociety
Michael Smith,22,Electrical Engineering,2.95,Freshman,Business Club,Intern at TechCorp
Michael White,22,Mechanical Engineering,3.8,Junior,ChemClub,Part-time at BuildCorp
Jane Davis,24,Environmental Science,2.77,Junior,BioSociety,Part-time at BuildCorp
Thomas Thomas,20,Chemistry,2.01,Junior,Green Club,Business Club President
Thomas Johnson,24,Mechanical Engineering,2.32,Freshman,BioSociety,Tutor at MathCenter
David Davis,19,Electrical Engineering,2.91,Sophomore,Business Club,Part-time at MarketPlace
Michael Brown,24,Biology,3.94,Senior,Soccer Club,Intern at ResearchLab
James Thomas,20,Economics,2.45,Senior,Business Club,Part-time at MarketPlace
David Taylor,22,Chemistry,3.37,Freshman,ChemClub,Member of BioSociety
Sarah Wilson,19,Physics,2.03,Junior,Math Club,Part-time at AutoWorks
Sarah Doe,19,Electrical Engineering,2.2,Senior,BioSociety,Business Club President
Michael Harris,21,Chemistry,2.07,Freshman,Debate Team,Research Assistant
Robert Doe,21,Computer Science,3.71,Junior,BioSociety,Intern at StartUp
Jane Clark,23,Economics,2.09,Senior,BioSociety,Research Assistant
Mary Thomas,24,Environmental Science,2.47,Freshman,Business Club,Part-time at AutoWorks
Christopher Taylor,25,Computer Science,3.67,Junior,Debate Team,Part-time at MarketPlace
Sarah Davis,25,Mechanical Engineering,2.1,Junior,Debate Team,Business Club President
Christopher Doe,22,Economics,3.57,Senior,Robotics Team,Business Club President
Jessica White,21,Business Administration,2.09,Freshman,Green Club,Part-time at ElectricWorks
Robert Johnson,21,Computer Science,3.8,Freshman,IEEE Member,Member of ChemClub
Christopher Wilson,25,Physics,2.79,Sophomore,IEEE Member,Intern at TechCorp
James Taylor,22,Biology,3.39,Sophomore,Math Club,Business Club President
Mary Wilson,25,Chemistry,2.76,Senior,IEEE Member,Intern at TechCorp
Linda Wilson,20,Mechanical Engineering,2.97,Senior,IEEE Member,Tutor at MathCenter
Michael Harris,20,Civil Engineering,2.04,Sophomore,ChemClub,Member of BioSociety
Barbara Doe,23,Mathematics,2.01,Junior,BioSociety,Intern at StartUp
Sarah Brown,23,Business Administration,2.21,Senior,Green Club,Tutor at MathCenter
Robert White,22,Business Administration,3.19,Junior,IEEE Member,Part-time at BuildCorp
Michael Harris,23,Environmental Science,3.63,Freshman,Soccer Club,Part-time at BuildCorp
Michael Wilson,25,Mathematics,2.13,Junior,BioSociety,Intern at ResearchLab
Thomas Doe,18,Chemistry,2.55,Freshman,Robotics Team,Intern at StartUp
Thomas Johnson,19,Computer Science,2.47,Sophomore,Soccer Club,Part-time at AutoWorks
Jane Harris,23,Electrical Engineering,2.75,Senior,Math Club,Tutor at MathCenter
Thomas Smith,18,Electrical Engineering,2.66,Sophomore,Math Club,Part-time at AutoWorks
John Davis,25,Business Administration,2.6,Freshman,Business Club,Part-time at BuildCorp
Patricia Wilson,23,Business Administration,3.83,Junior,Soccer Club,Part-time at BuildCorp
David Doe,19,Civil Engineering,3.98,Senior,Green Club,Member of ChemClub
Patricia Doe,18,Business Administration,3.99,Senior,Coding Club,Research Assistant
Jessica Martin,21,Biology,3.42,Junior,BioSociety,Intern at StartUp
Mary White,18,Chemistry,3.69,Sophomore,BioSociety,Member of BioSociety
Michael Wilson,24,Computer Science,2.13,Junior,Math Club,Research Assistant
Patricia Moore,23,Chemistry,2.33,Junior,BioSociety,Part-time at MarketPlace
John Moore,22,Economics,2.52,Sophomore,BioSociety,Part-time at ElectricWorks
Michael Brown,20,Business Administration,2.01,Junior,Green Club,Part-time at ElectricWorks
David Davis,18,Environmental Science,2.04,Freshman,Coding Club,Business Club President
Jane Wilson,21,Physics,3.13,Sophomore,Soccer Club,Member of ChemClub
Jane Martin,18,Physics,2.89,Senior,BioSociety,Part-time at AutoWorks
Emily Jackson,23,Electrical Engineering,3.44,Freshman,Debate Team,Part-time at BuildCorp
Patricia White,25,Chemistry,2.95,Freshman,Research Assistant,Research Assistant
Mary Jackson,19,Physics,2.14,Junior,Math Club,Business Club President
Linda Taylor,22,Computer Science,2.51,Senior,Math Club,Intern at ResearchLab
Robert Martin,18,Economics,3.46,Senior,Robotics Team,Member of BioSociety
David Harris,22,Computer Science,2.6,Junior,Math Club,Tutor at MathCenter
John Doe,22,Electrical Engineering,2.7,Senior,Math Club,Intern at ResearchLab
Barbara Wilson,18,Physics,2.39,Junior,IEEE Member,Part-time at ElectricWorks
David Martin,19,Physics,3.32,Senior,IEEE Member,Part-time at BuildCorp
Emily Martin,20,Biology,3.46,Senior,Business Club,Tutor at MathCenter
Barbara White,25,Civil Engineering,2.47,Freshman,ASCE Member,Part-time at AutoWorks
Jessica Thomas,21,Chemistry,3.98,Sophomore,Green Club,Intern at ResearchLab
Mary Taylor,22,Biology,3.45,Junior,ChemClub,Member of ChemClub
Patricia Thomas,25,Economics,3.11,Junior,Robotics Team,Member of BioSociety
Mary Thomas,23,Civil Engineering,3.2,Sophomore,Business Club,Part-time at ElectricWorks
Patricia White,20,Economics,2.24,Sophomore,BioSociety,Part-time at ElectricWorks
Emily Davis,19,Environmental Science,3.95,Freshman,IEEE Member,Part-time at ElectricWorks
Sarah Moore,19,Chemistry,2.2,Senior,ASCE Member,Member of BioSociety
Emily Davis,22,Chemistry,2.55,Freshman,ASCE Member,Intern at TechCorp
Emily Taylor,21,Civil Engineering,2.99,Junior,Debate Team,Intern at StartUp
Thomas Harris,21,Computer Science,2.6,Freshman,Coding Club,Intern at ResearchLab
Michael Davis,21,Computer Science,3.99,Senior,Soccer Club,Business Club President
Linda Wilson,25,Physics,3.93,Freshman,Debate Team,Part-time at BuildCorp
Barbara Wilson,22,Electrical Engineering,3.44,Senior,Soccer Club,Intern at TechCorp
David Smith,23,Mathematics,3.14,Sophomore,ASCE Member,Part-time at BuildCorp
James White,22,Biology,3.57,Sophomore,Robotics Team,Tutor at MathCenter
Mary Taylor,22,Business Administration,2.04,Junior,Coding Club,Tutor at MathCenter
John Martin,18,Environmental Science,3.54,Sophomore,Math Club,Part-time at BuildCorp
Sarah Harris,24,Electrical Engineering,3.65,Sophomore,Math Club,Intern at TechCorp
Emily Anderson,19,Computer Science,2.53,Junior,Research Assistant,Member of BioSociety
Barbara Johnson,23,Economics,3.04,Sophomore,IEEE Member,Research Assistant
Barbara Moore,21,Economics,2.98,Senior,ASCE Member,Research Assistant
Linda Johnson,20,Electrical Engineering,3.18,Sophomore,Math Club,Part-time at AutoWorks
Linda Wilson,21,Mathematics,2.5,Sophomore,Debate Team,Member of BioSociety
David Harris,19,Mechanical Engineering,3.4,Sophomore,Research Assistant,Part-time at MarketPlace
David Moore,20,Computer Science,3.26,Freshman,BioSociety,Intern at ResearchLab
Sarah Taylor,21,Biology,3.86,Senior,Coding Club,Intern at StartUp
Robert Davis,25,Computer Science,3.62,Freshman,ASCE Member,Tutor at MathCenter
Christopher Davis,23,Physics,3.6,Freshman,Research Assistant,Part-time at MarketPlace
Linda Smith,21,Environmental Science,2.69,Senior,BioSociety,Member of ChemClub
Michael Clark,23,Electrical Engineering,2.15,Freshman,ChemClub,Tutor at MathCenter
Thomas Clark,19,Mathematics,3.73,Freshman,ASCE Member,Part-time at BuildCorp
Christopher Thomas,19,Civil Engineering,3.08,Senior,BioSociety,Member of ChemClub
Thomas Johnson,23,Computer Science,3.6,Senior,BioSociety,Tutor at MathCenter
Thomas Martin,25,Computer Science,3.27,Junior,Coding Club,Part-time at BuildCorp
James Brown,21,Electrical Engineering,2.33,Senior,Robotics Team,Research Assistant
Robert Thomas,18,Mechanical Engineering,2.55,Senior,BioSociety,Part-time at AutoWorks
Linda Harris,23,Mechanical Engineering,3.7,Senior,Green Club,Research Assistant
Robert Brown,20,Biology,3.39,Junior,Debate Team,Part-time at BuildCorp
Patricia Moore,24,Computer Science,3.69,Junior,Green Club,Part-time at MarketPlace
Sarah Clark,25,Biology,2.74,Sophomore,Soccer Club,Part-time at BuildCorp
Michael Martin,25,Environmental Science,3.48,Sophomore,Debate Team,Part-time at AutoWorks
Linda Moore,22,Business Administration,2.47,Freshman,ChemClub,Business Club President
Christopher Jackson,21,Mechanical Engineering,3.79,Junior,Coding Club,Member of BioSociety
Thomas Brown,20,Chemistry,3.94,Junior,BioSociety,Member of ChemClub
James Wilson,21,Computer Science,3.83,Freshman,Green Club,Member of BioSociety
Patricia Moore,23,Mathematics,2.96,Junior,Debate Team,Tutor at MathCenter
Jane Moore,20,Civil Engineering,3.95,Freshman,ASCE Member,Business Club President
Jessica Thomas,24,Physics,2.41,Sophomore,Green Club,Intern at StartUp
Thomas Taylor,23,Environmental Science,3.5,Junior,Business Club,Part-time at ElectricWorks
John Wilson,20,Mathematics,2.93,Sophomore,Robotics Team,Member of ChemClub
Mary Moore,19,Physics,3.25,Senior,Robotics Team,Member of ChemClub
Mary Moore,24,Economics,2.55,Junior,BioSociety,Part-time at ElectricWorks
Sarah Brown,22,Economics,3.02,Freshman,Debate Team,Intern at ResearchLab
James Jackson,20,Chemistry,2.99,Freshman,Business Club,Part-time at BuildCorp
Sarah Davis,22,Mechanical Engineering,2.02,Sophomore,Business Club,Part-time at AutoWorks
John Smith,19,Electrical Engineering,2.71,Senior,Coding Club,Intern at ResearchLab
Robert Smith,22,Electrical Engineering,2.36,Freshman,Math Club,Intern at TechCorp
David Johnson,22,Economics,3.52,Sophomore,Soccer Club,Research Assistant
Mary Johnson,21,Mechanical Engineering,2.1,Sophomore,IEEE Member,Part-time at AutoWorks
Linda Taylor,25,Physics,3.98,Junior,Business Club,Business Club President
Jessica Smith,22,Chemistry,2.94,Junior,BioSociety,Intern at TechCorp
John Wilson,21,Chemistry,3.28,Sophomore,ASCE Member,Part-time at ElectricWorks
Mary Brown,19,Physics,2.79,Sophomore,Math Club,Tutor at MathCenter
Emily Doe,24,Civil Engineering,2.68,Senior,Soccer Club,Part-time at BuildCorp
Mary Clark,21,Computer Science,2.92,Senior,IEEE Member,Tutor at MathCenter
Michael Clark,23,Environmental Science,2.29,Sophomore,Soccer Club,Part-time at AutoWorks
Christopher Taylor,25,Business Administration,2.9,Freshman,Soccer Club,Part-time at BuildCorp
Robert White,21,Civil Engineering,2.48,Freshman,Coding Club,Part-time at ElectricWorks
Linda Wilson,25,Mechanical Engineering,2.12,Sophomore,Math Club,Part-time at MarketPlace
John Taylor,18,Economics,2.49,Senior,Coding Club,Part-time at MarketPlace
Jane Clark,18,Economics,3.12,Senior,ASCE Member,Part-time at MarketPlace
David Clark,25,Chemistry,3.06,Senior,ASCE Member,Member of BioSociety
Robert Davis,25,Biology,3.42,Junior,ASCE Member,Tutor at MathCenter
Sarah Anderson,19,Civil Engineering,3.2,Sophomore,Green Club,Intern at ResearchLab
Sarah Moore,18,Business Administration,3.32,Junior,Debate Team,Intern at StartUp
Patricia Harris,18,Mechanical Engineering,2.25,Senior,Soccer Club,Business Club President
Michael Thomas,24,Mechanical Engineering,3.05,Freshman,ASCE Member,Intern at ResearchLab
Sarah Anderson,19,Environmental Science,2.02,Sophomore,Coding Club,Business Club President
Thomas Jackson,25,Economics,2.45,Senior,ASCE Member,Intern at ResearchLab
Jane Smith,24,Environmental Science,3.94,Sophomore,Robotics Team,Part-time at AutoWorks
Robert Wilson,20,Biology,3.73,Senior,BioSociety,Part-time at AutoWorks
James Harris,19,Computer Science,2.92,Senior,Robotics Team,Part-time at AutoWorks
Mary Wilson,25,Chemistry,2.22,Sophomore,Debate Team,Part-time at ElectricWorks
Michael Anderson,23,Economics,2.36,Senior,Debate Team,Intern at TechCorp
Sarah Moore,25,Civil Engineering,2.63,Sophomore,BioSociety,Part-time at BuildCorp
Patricia Smith,21,Biology,3.46,Senior,Soccer Club,Part-time at MarketPlace
